Date,S&P500,AAL,ALGT,ALK,DAL,HA,LUV,BCS,CS,DB,GS,MS,WFC,BHC,JNJ,MRK,PFE,RHHBY,UNH,AAPL,AMZN,FB,GOOG,IBM,MSFT
08-12-2016,2246.189941,48.049999,171.050003,88.550003,51.349998,56.450001,49.599998,11.99,15.83,19.040001,241.449997,43.580002,57.290001,15.44,110.989998,60.119999,30.940001,27.08,159.320007,28.030001,767.330017,118.910004,776.419983,165.360001,61.009998
09-12-2016,2259.530029,49.639999,172.550003,89.769997,51.779999,56.75,49.790001,11.74,15.41,18.280001,241.850006,43.73,57.139999,15.46,112.260002,61.23,31.700001,27.860001,160.119995,28.487499,768.659973,119.68,789.289978,166.520004,61.970001
12-12-2016,2256.959961,47.59,166.399994,86.730003,49.970001,55.349998,49.369999,11.47,15.02,18.309999,237.169998,42.98,55.779999,14.68,115.360001,61.720001,32.400002,27.719999,159.490005,28.325001,760.119995,117.769997,789.27002,165.5,62.169998
13-12-2016,2271.719971,47.84,165.899994,86.870003,49.66,56.049999,49.549999,11.62,15.38,18.66,238.550003,42.560001,55.84,14.78,115.889999,61.790001,32.830002,28.360001,160.539993,28.797501,774.340027,120.309998,796.099976,168.289993,62.98
14-12-2016,2253.280029,47.919998,165.75,86.379997,49.82,56.299999,49.279999,11.15,15.15,18.67,239.929993,42.860001,54.700001,14.12,114.989998,61.799999,32.82,28.129999,159.860001,28.797501,768.820007,120.209999,797.070007,168.509995,62.68
15-12-2016,2262.030029,48.299999,167,90.120003,50.5,57,50.59,11.36,15.36,18.940001,243,43.009998,55.189999,13.6,115.889999,62.369999,32.75,28.09,160.619995,28.955,761,120.57,797.849976,168.020004,62.580002
16-12-2016,2258.070068,47.630001,167.800003,88.730003,50.16,57.349998,49.93,11.29,15.27,19.01,238.899994,42.709999,55.34,14.1,115.879997,62.439999,32.84,28.370001,163.940002,28.9925,757.77002,119.870003,790.799988,166.729996,62.299999
19-12-2016,2262.530029,48.580002,167,90.330002,50.419998,57.799999,50.349998,11.02,15.2,18.26,239.070007,42.830002,55.220001,14.53,116.019997,61.139999,32.830002,28.26,161.539993,29.16,766,119.239998,794.200012,166.679993,63.619999
20-12-2016,2270.76001,49.220001,169.850006,91.559998,50.759998,60.150002,50.889999,11.25,15.48,19.01,243.089996,43.5,56.099998,14.65,115.660004,60.5,32.849998,28.280001,161.589996,29.237499,771.219971,119.089996,796.419983,167.600006,63.540001
21-12-2016,2265.179932,49.470001,169.550003,91.120003,50.919998,60.299999,50.650002,11.27,15.13,18.709999,241.440002,43.369999,55.709999,14.2,115.309998,59.43,32.400002,28.200001,161.330002,29.264999,770.599976,119.040001,794.559998,167.330002,63.540001
22-12-2016,2260.959961,48.689999,166.050003,89.099998,49.799999,59.349998,50.25,11.07,14.93,18.540001,240.119995,42.790001,55.75,14.27,115.440002,59.580002,32.34,28.18,161.580002,29.0725,766.340027,117.400002,791.26001,167.059998,63.549999
23-12-2016,2263.790039,48.48,168.649994,90.43,49.889999,59.5,50.450001,11.04,14.85,18.629999,240.970001,43.060001,55.959999,14.35,115.959999,59.560001,32.48,28.18,163.029999,29.129999,760.590027,117.269997,789.909973,166.710007,63.240002
27-12-2016,2268.879883,48.610001,169.75,90.540001,50.360001,59.599998,50.490002,11.09,14.75,18.370001,241.559998,43.119999,55.950001,14.09,115.910004,59.790001,32.529999,28.309999,162.639999,29.315001,771.400024,118.010002,791.549988,167.139999,63.279999
28-12-2016,2249.919922,47.669998,165.399994,88.690002,49.509998,58,50.169998,10.89,14.53,17.92,240.649994,42.619999,55.32,14.23,115.099998,59.27,32.349998,28.110001,161.440002,29.190001,772.130005,116.919998,785.049988,166.190002,62.990002
29-12-2016,2249.26001,47.25,166.199997,88.529999,49.310001,58.200001,50.200001,10.85,14.18,17.82,238.179993,42.150002,54.84,14.15,115.489998,59.040001,32.490002,28.4,161.039993,29.182501,765.150024,116.349998,782.789978,166.600006,62.900002
30-12-2016,2238.830078,46.689999,166.399994,88.730003,49.189999,57,49.84,11,14.31,18.1,239.449997,42.25,55.110001,14.52,115.209999,58.869999,32.48,28.530001,160.039993,28.955,749.869995,115.050003,771.820007,165.990005,62.139999
03-01-2017,2257.830078,46.299999,166.100006,88,49.48,56.150002,49.98,11.37,15.26,18.43,241.570007,43.049999,56,15.24,115.839996,60.150002,33,28.940001,161.449997,29.0375,753.669983,116.860001,786.140015,167.190002,62.580002
04-01-2017,2270.75,46.700001,169.850006,89.18,50.700001,57.849998,51.299999,11.6,15.96,19.57,243.130005,43.619999,56.049999,15.57,115.650002,60.130001,33.290001,29.23,161.910004,29.004999,757.179993,118.690002,786.900024,169.259995,62.299999
05-01-2017,2269,45.889999,168.800003,87.760002,49.73,56.950001,50.470001,11.54,15.72,19.26,241.320007,43.220001,55.18,15.71,116.860001,60.110001,33.610001,29.92,162.179993,29.1525,780.450012,120.669998,794.02002,168.699997,62.299999
06-01-2017,2276.97998,46.209999,166.350006,86.980003,49.68,55.5,49.93,11.54,15.68,19.27,244.899994,43.849998,55.040001,15.29,116.300003,60.27,33.48,29.780001,162.410004,29.477501,795.98999,123.410004,806.150024,169.529999,62.84
09-01-2017,2268.899902,47.080002,168.5,87.470001,49.689999,56.599998,50.299999,11.33,15.61,19.049999,242.889999,42.709999,54.240002,15.35,116.279999,61.099998,33.470001,30.02,161.949997,29.747499,796.919983,124.900002,806.650024,167.649994,62.639999
10-01-2017,2268.899902,48.48,178.050003,92,50.93,56.450001,51.34,11.46,15.63,18.67,242.570007,43.060001,54.619999,16.4,116.160004,59.919998,33.439999,29.99,161.580002,29.7775,795.900024,124.349998,804.789978,165.520004,62.619999
11-01-2017,2275.320068,48.639999,180.399994,93.800003,51.439999,57.049999,51.68,11.48,15.93,19.129999,245.759995,43.669998,54.799999,15.33,114.730003,61.630001,32.830002,29.48,161.889999,29.9375,799.02002,126.089996,807.909973,167.75,63.189999
12-01-2017,2270.439941,48.099998,176.899994,93.260002,50.889999,55.650002,51.009998,11.39,15.62,18.719999,243.839996,43.630001,54.5,15.63,114.620003,62.209999,32.599998,29.41,162.360001,29.8125,813.640015,126.620003,806.359985,167.949997,62.610001
13-01-2017,2274.639893,47.650002,177.75,94.32,51.23,57.549999,51.150002,11.38,15.86,19.18,244.300003,43.810001,55.310001,15.33,114.599998,62.34,32.52,29.620001,161.800003,29.76,817.140015,128.339996,807.880005,167.339996,62.700001
17-01-2017,2267.889893,46.75,175.899994,93.410004,50.330002,56.25,50.240002,11.34,15.49,18.559999,235.740005,42.150002,53.779999,15.24,114.870003,61.48,32.060001,29.469999,160.660004,30,809.719971,127.870003,804.609985,167.889999,62.529999
18-01-2017,2271.889893,47.639999,178.550003,92.93,50.299999,56.650002,50.380001,11.21,15.3,18.74,234.289993,42.860001,54.27,15.11,114.699997,61.169998,32.029999,29.360001,157.740005,29.997499,807.47998,127.919998,806.070007,166.800003,62.5
19-01-2017,2263.689941,47.259998,176.550003,94.220001,49.700001,55.200001,50.07,11.22,15.29,18.879999,231.410004,42.450001,54.580002,14.9,114.199997,60.330002,31.700001,28.959999,158.699997,29.945,809.039978,127.550003,802.174988,166.809998,62.299999
20-01-2017,2271.310059,48,177.5,94.709999,50.5,55.75,51.09,11.19,15.46,19.18,232.199997,42.59,55.07,14.73,114.150002,62.529999,31.77,29.190001,158.660004,30,808.330017,127.040001,805.02002,170.550003,62.740002
23-01-2017,2265.199951,46.939999,176.25,93.07,48.77,53.900002,49.939999,11.25,15.16,19.24,232.669998,41.959999,54.25,13.99,113.910004,61.810001,31.459999,29.200001,159.070007,30.02,817.880005,128.929993,819.309998,171.029999,62.959999
24-01-2017,2280.070068,47.540001,174.350006,92.860001,49.439999,54.950001,49.650002,11.46,15.35,19.83,233.679993,42.73,54.700001,13.58,111.760002,61.209999,31.15,29.059999,160.429993,29.9925,822.440002,129.369995,823.869995,175.899994,63.52
25-01-2017,2298.370117,47.91,173.649994,93.379997,50.189999,51.799999,49.459999,11.71,15.99,20.85,237.25,43.860001,56.619999,13.99,112.800003,61.080002,31.290001,29.41,161.240005,30.469999,836.52002,131.479996,835.669983,178.289993,63.68
26-01-2017,2296.679932,49.59,176.399994,95.900002,50.900002,52.799999,53.919998,11.69,15.84,20.799999,239.580002,44.02,57.18,13.62,111.839996,61.200001,31.280001,29.51,162.75,30.485001,839.150024,132.779999,832.150024,178.660004,64.269997
27-01-2017,2294.689941,46.950001,172.600006,95.129997,49.700001,51.5,52.700001,11.52,15.34,20.459999,236.949997,43.650002,56.59,13.47,113.379997,61.75,31.42,29.68,162.990005,30.487499,835.77002,132.179993,823.309998,177.300003,65.779999
30-01-2017,2280.899902,44.900002,172.899994,94.160004,47.669998,51.200001,52.349998,11.19,15.4,20.110001,233.899994,43.119999,56.080002,13.33,113.129997,61.43,31.309999,29.49,162.089996,30.407499,830.380005,130.979996,802.320007,175.800003,65.129997
31-01-2017,2278.870117,44.25,172,93.82,47.240002,50.950001,52.310001,11.07,15.2,19.91,229.320007,42.490002,56.330002,13.78,113.25,61.990002,31.73,29.959999,162.100006,30.3375,823.47998,130.320007,796.789978,174.520004,64.650002
01-02-2017,2279.550049,44.049999,172.399994,93.629997,47.259998,50.5,52.73,11.23,15.32,20.469999,230.669998,42.700001,55.91,13.73,113.230003,62.099998,31.67,30.09,162.710007,32.1875,832.349976,133.229996,795.695007,174.289993,63.580002
02-02-2017,2280.850098,44.009998,163,94.529999,47.380001,50.150002,52.860001,11.12,14.94,19.73,230.410004,42.130001,55.75,14.31,113.57,64.18,31.73,29.559999,160.759995,32.1325,839.950012,130.839996,798.530029,174.580002,63.169998
03-02-2017,2297.419922,44.200001,162.100006,94.089996,47.810001,50.799999,52.880001,11.45,15.2,20.200001,240.949997,44.43,57.27,14.22,113.639999,64.290001,32.09,29.76,161.869995,32.27,810.200012,130.979996,801.48999,175.820007,63.68
06-02-2017,2292.560059,45.299999,163.25,95.120003,48.259998,50.349998,53.07,11.3,15.03,19.74,239.979996,44.630001,56.549999,14.59,113.400002,64.940002,32.23,29.799999,160.509995,32.572498,807.640015,132.059998,801.340027,175.860001,63.639999
07-02-2017,2293.080078,45.169998,164.699997,94.099998,48.150002,50.400002,53.040001,11.3,14.84,19.52,239.619995,44.869999,56.34,14.25,113.480003,64.199997,32.080002,29.959999,160.529999,32.8825,812.5,131.839996,806.969971,178.460007,63.43
08-02-2017,2294.669922,45.060001,165.649994,97.199997,48.099998,50.5,52.919998,11.27,14.5,19.209999,237.729996,43.91,55.630001,14.68,113.400002,64.32,32.139999,29.950001,160.309998,33.009998,819.710022,134.199997,808.380005,176.169998,63.34
09-02-2017,2307.870117,46.299999,169.149994,98.410004,49.330002,51.5,54.52,11.46,14.74,19.26,241.550003,44.849998,56.73,14.92,114.080002,64.389999,32.380001,30.01,160.440002,33.105,821.359985,134.139999,809.559998,177.210007,64.059998
10-02-2017,2316.100098,46.450001,171.300003,97.349998,49.259998,51.349998,54.709999,11.41,14.58,18.940001,242.720001,44.700001,56.860001,15.04,115.239998,64.150002,32.349998,30,160.75,33.029999,827.460022,134.190002,813.669983,178.679993,64
13-02-2017,2328.25,47.41,174.649994,98.019997,50.060001,51.849998,55.73,11.57,14.81,19.209999,246.270004,45.259998,57.080002,14.97,115.879997,64.769997,32.610001,29.82,161.990005,33.322498,836.530029,134.050003,819.23999,179.360001,64.720001
14-02-2017,2337.580078,46.57,174.850006,96.300003,49.860001,51.099998,55.310001,11.75,15.06,19.530001,249.460007,46.040001,57.98,15.98,116.360001,65.660004,32.75,29.690001,163.130005,33.755001,836.390015,133.850006,820.450012,180.130005,64.57
15-02-2017,2349.25,47.540001,174.850006,96.959999,51.169998,51.150002,57.290001,11.89,15.3,19.98,250.539993,46.490002,58.549999,16.860001,117.199997,65.160004,33.509998,30.16,164.289993,33.877499,842.700012,133.440002,818.97998,181.679993,64.529999
16-02-2017,2347.219971,46.970001,173.600006,96.690002,50.830002,50.400002,56.34,11.89,15.22,19.780001,249.440002,46.110001,58.119999,16.219999,118.080002,65.260002,33.619999,30.51,163.649994,33.837502,844.140015,133.839996,824.159973,181.429993,64.519997
17-02-2017,2351.159912,46.91,171.399994,96.599998,51.23,50.299999,57.32,11.77,15.42,19.41,250.380005,46.150002,58.09,16.040001,118.860001,65.389999,33.619999,30.530001,157.619995,33.93,845.070007,133.529999,828.070007,180.669998,64.620003
21-02-2017,2365.379883,46.810001,173.899994,96.610001,51.209999,50.299999,57.860001,11.73,15.48,19.58,251.759995,46.560001,58.25,16.4,119.660004,65.480003,33.619999,30.68,160.570007,34.174999,856.440002,133.720001,831.659973,180.259995,64.489998
22-02-2017,2362.820068,46.32,172.949997,97.25,50.93,50.150002,57.91,11.7,15.35,19.65,251.729996,46.52,58.360001,16.35,119.519997,65.290001,33.59,30.610001,160.570007,34.2775,855.609985,136.119995,830.76001,181.149994,64.360001
23-02-2017,2363.810059,46.099998,172.100006,95.889999,50.48,49.549999,57.259998,11.48,15.33,19.709999,251.190002,46.580002,58.490002,16.58,121.699997,65.849998,34.060001,30.540001,162.600006,34.1325,852.190002,135.360001,831.330017,181.649994,64.620003
24-02-2017,2367.340088,46.279999,173.550003,97.010002,50.459999,50,58.540001,11.23,14.89,19.129999,247.350006,45.529999,57.810001,16.18,122.730003,66.160004,34.259998,30.6,163.059998,34.165001,845.23999,135.440002,828.640015,181.350006,64.620003
27-02-2017,2369.75,46.32,173.300003,97.839996,50.439999,49.5,58.43,11.19,15.09,19.58,249.330002,45.84,58.060001,16.709999,122.400002,65.849998,34.279999,30.33,165.380005,34.232498,848.640015,136.410004,829.280029,179.399994,64.230003
28-02-2017,2363.639893,46.360001,174.100006,97.82,49.93,48.650002,57.799999,11.19,15.09,19.690001,248.059998,45.669998,57.880001,14.38,122.209999,65.870003,34.119999,30.42,165.380005,34.247501,845.039978,135.539993,823.210022,179.820007,63.98
01-03-2017,2395.959961,47.09,176.300003,100.239998,51.029999,49.400002,58.880001,11.35,15.78,20.66,252.710007,46.810001,59.73,13.59,123.860001,66.209999,34.419998,30.549999,167.940002,34.947498,853.080017,137.419998,835.23999,181.949997,64.940002
02-03-2017,2381.919922,45.720001,170.399994,96.360001,49.959999,49.150002,57.57,11.17,15.42,20.209999,251.059998,46.279999,58.709999,13.75,123.629997,66.080002,34.509998,32.419998,167.309998,34.740002,848.909973,136.759995,830.630005,180.529999,64.010002
03-03-2017,2383.120117,46.82,172.5,98.940002,50.130001,49.950001,58.860001,11.33,15.8,19.35,252.889999,46.830002,58.889999,13.06,123.790001,66.580002,34.52,32.419998,168.199997,34.945,849.880005,137.169998,829.080017,180.050003,64.25
06-03-2017,2375.310059,45.310001,168.75,96.629997,48.849998,49.5,57.560001,11.08,15.18,18.610001,252.009995,46.57,58.610001,12.41,123.709999,66.470001,34.349998,32.310001,168.699997,34.834999,846.609985,137.419998,827.780029,180.470001,64.269997
07-03-2017,2368.389893,44.84,161.25,95.120003,47.639999,48.049999,56.830002,11.04,15.08,18.469999,250.899994,46.330002,58.299999,11.71,123.830002,65.959999,33.990002,32.119999,168.300003,34.880001,846.02002,137.300003,831.909973,180.380005,64.400002
08-03-2017,2362.97998,44.889999,160.550003,95.199997,47.669998,48.799999,56.68,11.21,15.1,18.469999,250.240005,46.389999,58.209999,11.88,124.099998,65.800003,33.91,31.9,167.910004,34.75,850.5,137.720001,835.369995,179.449997,64.989998
09-03-2017,2364.870117,43.330002,158.949997,94.779999,47.25,48.599998,56.360001,11.24,15.26,19.049999,250.179993,46.68,58.700001,11.57,125.949997,65.889999,34.049999,31.860001,168.009995,34.669998,853,138.240005,838.679993,177.179993,64.730003
10-03-2017,2372.600098,43.900002,160.399994,96.610001,47.91,48.200001,55.880001,11.26,15.4,19.629999,248.380005,46.490002,58.849998,12.24,126.209999,65.599998,34.110001,32.040001,169.979996,34.785,852.460022,138.789993,843.25,177.830002,64.93
13-03-2017,2373.469971,42.369999,158.550003,96.580002,47.349998,48.799999,54.490002,11.21,15.34,19.620001,248.160004,46.259998,58.700001,12.11,126.68,64.150002,34.110001,32.400002,170.210007,34.799999,854.590027,139.600006,845.539978,176.460007,64.709999
14-03-2017,2365.449951,41.209999,154.300003,94.5,46.279999,48,52.880001,11.02,15.21,19.26,247.720001,46.189999,58.759998,10.89,127.050003,64.199997,34.220001,32.380001,169.059998,34.747501,852.530029,139.320007,845.619995,175.720001,64.410004
15-03-2017,2385.26001,42.09,159.5,95.360001,47.189999,49.75,54.290001,11.07,15.33,19.27,246.779999,45.849998,58.709999,11.01,128.960007,64.699997,34.630001,31.370001,171.779999,35.115002,852.969971,139.720001,847.200012,175.809998,64.75
16-03-2017,2381.379883,42.130001,156.949997,94.139999,47.41,48.200001,54.150002,11.36,15.59,19.6,248.220001,46.330002,59.32,11.2,128.460007,64.18,34.43,31.58,171.300003,35.172501,853.419983,139.990005,848.780029,177.240005,64.639999
17-03-2017,2378.25,41.720001,160,93.360001,46.509998,49.900002,53.18,11.37,15.45,19.030001,243.940002,45.02,58.669998,11.03,128.059998,63.900002,34.32,31.719999,169.699997,34.997501,852.309998,139.839996,852.119995,175.649994,64.870003
20-03-2017,2373.469971,41.700001,159.850006,94.82,46.849998,49,53.450001,11.19,15.23,18.379999,242.139999,44.59,57.630001,10.64,128.070007,64.110001,34.380001,31.620001,168,35.365002,856.969971,139.940002,848.400024,175.699997,64.93
21-03-2017,2344.02002,40.419998,157.050003,92.110001,45.52,46.650002,51.880001,11.29,14.96,17.08,233,42.66,55.849998,10.72,127.25,63.91,34.25,31.41,167.699997,34.959999,843.200012,138.509995,830.460022,173.880005,64.209999
22-03-2017,2348.449951,40.349998,158.649994,92.919998,45.740002,47.299999,52.459999,11.18,14.96,17.049999,231.070007,42.209999,55.330002,10.71,126.260002,63.5,34.470001,31.549999,167.029999,35.355,848.059998,139.589996,829.590027,174.779999,65.029999
23-03-2017,2345.959961,41.41,161.050003,94.050003,45.919998,47.650002,52.369999,11.23,14.57,16.91,231.899994,42.59,55.25,10.86,125.900002,63.279999,34.290001,31.73,165.289993,35.23,847.380005,139.529999,817.580017,174.820007,64.870003
24-03-2017,2343.97998,41.73,162.5,94.699997,46,48.450001,52.610001,11.26,14.67,16.83,228.410004,42.459999,55.830002,10.75,125.480003,63.18,34,31.91,165,35.16,845.609985,140.339996,814.429993,173.830002,64.980003
27-03-2017,2341.590088,41.740002,160.5,95,46.099998,49,52.880001,11.32,14.94,16.950001,225.479996,41.580002,55.389999,10.81,125.800003,63.189999,34.18,32.240002,164.600006,35.220001,846.820007,140.320007,819.51001,173.770004,65.099998
28-03-2017,2358.570068,42.599998,161.25,96.330002,46.529999,48,54.189999,11.37,15.09,17.379999,229.330002,42.490002,55.959999,10.68,125.660004,63.34,34.16,32.029999,165.350006,35.950001,856,141.759995,820.919983,174.509995,65.290001
29-03-2017,2361.129883,41.959999,160.050003,94.300003,45.950001,46.75,53.48,11.27,14.91,17.43,228.449997,42.799999,55.669998,11.18,124.919998,63.639999,34.330002,32.139999,163.440002,36.029999,874.320007,142.649994,831.409973,173.940002,65.470001
30-03-2017,2368.060059,42.540001,161.350006,93.660004,46.27,46.700001,53.830002,11.4,15.08,17.26,231.220001,43.43,56.240002,11.08,124.660004,63.450001,34.349998,32.240002,164.990005,35.982498,876.340027,142.410004,831.5,173.860001,65.709999
31-03-2017,2362.719971,42.299999,160.25,92.220001,45.959999,46.450001,53.759998,11.24,14.84,17.16,229.720001,42.84,55.66,11.03,124.550003,63.540001,34.209999,32.029999,164.009995,35.915001,886.539978,142.050003,829.559998,174.139999,65.860001
03-04-2017,2358.840088,42.450001,159.949997,92.370003,46.32,47.299999,54,11.1,14.6,16.700001,228.960007,42.709999,55.490002,10.47,124.690002,63.470001,34.240002,32.110001,165.589996,35.924999,891.51001,142.279999,838.549988,174.5,65.550003
04-04-2017,2360.159912,40.900002,157.600006,90.220001,45.110001,46.450001,53.07,10.86,14.51,16.65,229.259995,42.509998,55.200001,10.17,124.68,63.669998,34.34,32.150002,164.970001,36.192501,906.830017,141.729996,834.570007,174.520004,65.730003
05-04-2017,2352.949951,41.310001,157.850006,90.050003,45.080002,45.900002,53.349998,10.8,14.38,16.5,227.660004,41.740002,54.98,9.5,124.800003,63.57,34.189999,32.02,165.369995,36.005001,909.280029,141.850006,831.409973,172.880005,65.559998
06-04-2017,2357.48999,41.720001,157.600006,89.43,45.259998,46.049999,53.380001,10.76,14.47,16.6,228.639999,42.09,55.369999,9.63,125.050003,63.240002,34.110001,32.029999,165.339996,35.915001,898.280029,141.169998,827.880005,172.449997,65.730003
07-04-2017,2355.540039,41.810001,155.350006,89.169998,45.169998,45.75,54.540001,10.68,14.42,16.459999,227.880005,41.950001,54.84,9.59,124.919998,63.130001,34.099998,31.92,166.020004,35.834999,894.880005,140.779999,824.669983,172.139999,65.68
10-04-2017,2357.159912,42.32,158.050003,89.040001,44.970001,48.150002,54.220001,10.71,14.52,16.469999,228.889999,41.91,54.540001,9.85,124.339996,62.549999,34.040001,31.67,165.479996,35.7925,907.039978,141.039993,824.72998,171.199997,65.529999
11-04-2017,2353.780029,43.93,154.649994,88.839996,45.290001,48.93,55.060001,10.77,14.6,16.32,227.740005,41.580002,54.16,9.55,124.220001,62.580002,33.93,32.07,165.830002,35.407501,902.359985,139.919998,823.349976,170.580002,65.480003
12-04-2017,2344.929932,43.959999,155.050003,88.660004,45.049999,48.650002,55.509998,10.68,14.36,16.190001,225.75,41.07,53.119999,9.6,125.400002,63.049999,33.919998,32.23,165.559998,35.450001,896.22998,139.580002,824.320007,170.660004,65.230003
13-04-2017,2328.949951,43.349998,152.050003,86.330002,44.029999,48.349998,54.310001,10.5,14.13,15.86,223.320007,40.689999,51.349998,9.48,124.989998,62.610001,33.880001,31.92,164.960007,35.262501,884.669983,139.389999,823.559998,169.529999,64.949997
17-04-2017,2349.01001,44.23,154.149994,86.910004,44.349998,48.599998,54.720001,10.69,14.31,16.120001,226.259995,41.490002,52.720001,9.48,125.720001,62.799999,34,32.119999,167.179993,35.4575,901.98999,141.419998,837.169983,171.100006,65.480003
18-04-2017,2342.189941,43.810001,157.25,86.529999,44.41,48.5,54.419998,10.59,14.19,15.96,215.589996,41.209999,52.450001,8.95,121.82,62.27,33.84,31.74,168.589996,35.299999,903.780029,140.960007,836.820007,170.050003,65.389999
19-04-2017,2338.169922,44.400002,159.75,87.190002,45.080002,50.5,54.650002,10.57,14.23,16.08,214.089996,42.040001,52.150002,9.02,121.370003,62.639999,33.610001,31.799999,169.25,35.169998,899.200012,142.270004,838.210022,161.690002,65.040001
20-04-2017,2355.840088,45.220001,160.850006,88.370003,45.93,51.900002,55.950001,10.64,14.54,16.549999,218.059998,42.5,53.5,8.88,121.870003,62.549999,33.740002,31.75,171.539993,35.610001,902.059998,143.800003,841.650024,162.300003,65.5
21-04-2017,2348.689941,45.150002,162.149994,89.110001,45.529999,53.25,55.630001,10.56,14.45,16.5,216.860001,41.799999,53,8.51,121.760002,61.889999,33.639999,31.6,171.160004,35.567501,898.530029,143.679993,843.190002,160.380005,66.400002
24-04-2017,2374.149902,46.439999,165.050003,90.68,46.810001,54.849998,56.490002,11.18,15.07,18.370001,223.220001,43.560001,53.650002,8.6,122.889999,62.139999,33.740002,32.009998,172.330002,35.91,907.409973,145.470001,862.76001,160.75,67.529999
25-04-2017,2388.610107,46.610001,163.850006,91.419998,46.73,54.049999,57.09,11.35,15.29,18.49,226.630005,44.27,54.560001,9.02,123.43,62.299999,33.759998,32.41,174.039993,36.1325,907.619995,146.490005,872.299988,160.389999,67.919998
26-04-2017,2387.449951,46.400002,149.649994,88.25,46.369999,54.349998,56.939999,11.46,15.7,18.84,226.199997,44.369999,54.540001,9.29,123.510002,62.700001,33.849998,32.200001,174.380005,35.919998,909.289978,146.559998,871.72998,160.059998,67.830002
27-04-2017,2388.77002,43.98,146.149994,84.93,45.740002,54.400002,55.75,11.51,15.36,18.15,225.809998,43.540001,54.439999,9.38,123.739998,62.580002,33.860001,32.740002,174.630005,35.947498,918.380005,147.699997,874.25,160.320007,68.269997
28-04-2017,2384.199951,42.619999,145.399994,85.089996,45.439999,54.299999,56.220001,10.81,15.26,18.07,223.800003,43.369999,53.84,9.25,123.470001,62.330002,33.919998,32.700001,174.880005,35.912498,924.98999,150.25,905.960022,160.289993,68.459999
01-05-2017,2388.330078,42.080002,144.600006,84.419998,45.400002,53.950001,56.279999,10.95,15.32,18.219999,224.850006,43.740002,54.459999,9.66,123.339996,62.380001,33.779999,32.849998,174.589996,36.645,948.22998,152.460007,912.570007,158.839996,69.410004
02-05-2017,2391.169922,43.869999,146.300003,86.489998,47.830002,55.630001,58.330002,10.79,15.36,18.27,225.119995,43.349998,54.540001,10.31,123.699997,62.700001,33.610001,33.189999,174.139999,36.877499,946.940002,152.779999,916.440002,159.100006,69.300003
03-05-2017,2388.129883,43.919998,149.5,86.599998,48.310001,55.400002,58.16,10.8,15.44,18.469999,226.309998,43.48,54.849998,9.8,123.330002,63.630001,33.470001,33.459999,172.539993,36.764999,941.030029,151.800003,927.039978,158.630005,69.080002
04-05-2017,2389.52002,43.91,146.899994,85.43,48.639999,54.549999,58.34,10.89,15.47,18.780001,226.589996,43.279999,55.18,9.84,123.949997,63.380001,33.450001,33.900002,174.020004,36.6325,937.530029,150.850006,931.659973,159.050003,68.809998
05-05-2017,2399.290039,44.509998,147.449997,85.239998,48.700001,53.799999,58.400002,10.7,15.77,19.35,226.869995,43.080002,55.110001,10.07,123.510002,63.970001,33.48,34.220001,174.119995,37.240002,934.150024,150.240005,927.130005,155.050003,69
08-05-2017,2399.379883,44.939999,146,83.529999,48.52,53.099998,57.48,10.6,14.81,19.07,225.029999,43.02,55.040001,9.71,123.25,64.010002,33.450001,33.740002,174.440002,38.252499,949.039978,151.059998,934.299988,153.029999,68.940002
09-05-2017,2396.919922,47.080002,146.149994,84.209999,49.560001,53.799999,58.279999,10.65,14.8,18.85,223.759995,42.830002,54.68,12.05,123.209999,63.290001,33.380001,33.799999,173.240005,38.497501,952.820007,150.479996,932.169983,152.110001,69.040001
10-05-2017,2399.629883,47.299999,146.75,83.190002,49.970001,53.450001,58.369999,10.85,14.87,19.01,224.880005,43.099998,54.720001,12.68,122.809998,63.939999,33.029999,33.169998,173.389999,38.314999,948.950012,150.289993,928.780029,151.25,69.309998
11-05-2017,2394.439941,46.540001,144.479996,83.650002,49.689999,53.200001,58.09,10.6,14.75,18.809999,224.759995,42.869999,53.740002,13.8,123.199997,64.43,33.040001,33.279999,173.320007,38.487499,947.619995,150.039993,930.599976,150.649994,68.459999
12-05-2017,2390.899902,45.830002,144,83.589996,48.990002,53.299999,57.220001,10.63,14.69,18.77,222.820007,42.73,53.02,13.59,123.639999,63.57,33.009998,33.75,171.809998,39.025002,961.349976,150.330002,932.219971,150.369995,68.379997
15-05-2017,2402.320068,46.68,145.050003,84.870003,49.509998,53.599998,58.029999,10.84,14.77,19.030001,225.119995,43.43,53.32,14.17,126.989998,63.509998,33.119999,33.889999,171.529999,38.924999,957.969971,150.190002,937.080017,151.509995,68.43
16-05-2017,2400.669922,46.939999,143.899994,84.730003,49.509998,54.049999,58.27,10.94,14.71,19.27,225.600006,43.380001,53.259998,14.08,127.769997,63.790001,32.599998,34.380001,168.119995,38.8675,966.070007,149.779999,943,153.679993,69.410004
17-05-2017,2357.030029,44.919998,139.949997,82.190002,47.740002,51.700001,57.040001,10.68,14.28,18.639999,213.720001,40.970001,52.240002,13.25,126.669998,63,32.23,34.02,168.860001,37.5625,944.76001,144.850006,919.619995,150.929993,67.480003
18-05-2017,2365.719971,44.650002,140.550003,83.040001,47.66,51.25,57.290001,11,14.27,18.68,215.160004,41.310001,52.380001,13.47,126.970001,63.889999,32.220001,33.799999,171.449997,38.134998,958.48999,147.660004,930.23999,150.779999,67.709999
